DATE,SALES,COST_OF_SALES,QUANTITY_SOLD,PRICE_PER_UNIT,GROSS_PROFIT,GROSS_PROFIT_PERCENT,GROSS_PROFIT_PER_UNIT,TOTAL_REVENUE,AVG_UNIT_SALES_PRICE,SALES_STATUS,PROMOTION_PERIOD,LOSS_STATUS
4/6/2016,402057.25290,426466.13220,11726,34,-24409,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/7/2014,98087.55590,95423.27399,2799,35,2664,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
4/7/2015,316365.49870,335025.07640,8364,38,-18660,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/7/2016,281531.68560,304052.47700,8431,33,-22521,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/8/2014,362106.53260,376645.75090,11170,32,-14539,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/8/2015,77672.88278,80417.74644,2007,39,-2745,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/8/2016,46291.37192,39783.36067,1101,42,6508,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
4/9/2014,312311.95400,348177.12050,10164,31,-35865,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/9/2015,340440.20550,366359.65860,9936,34,-25919,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
4/9/2016,209026.01970,222163.72890,6119,34,-13138,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/1/2014,179188.88450,183083.28500,5524,32,-3894,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/1/2015,220443.63150,239988.02750,5717,39,-19544,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/1/2016,215737.84280,234642.08570,6150,35,-18904,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/10/2014,280055.11770,301279.65500,8631,32,-21225,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/10/2015,294557.64640,336897.92240,8828,33,-42340,0,-5,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/10/2016,78861.59494,69675.42915,1955,40,9186,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
5/11/2014,72756.86310,67872.77433,1847,39,4884,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
5/11/2015,111874.55900,116637.03430,3036,37,-4762,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/11/2016,202017.42200,189394.69370,4720,43,12623,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
5/12/2014,77884.18161,77619.29489,1914,41,265,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
5/12/2015,378527.87260,410385.03700,10737,35,-31857,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/2/2014,187155.86850,195078.60330,5764,32,-7923,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/2/2015,46211.33246,46407.29912,1122,41,-196,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/2/2016,325749.00890,345287.81150,9501,34,-19539,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/3/2014,256390.52220,267308.50710,8079,32,-10918,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/3/2015,145975.83390,157578.00590,3858,38,-11602,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/3/2016,152124.40790,153377.51200,3889,39,-1253,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/4/2014,217110.50250,213540.73420,6320,34,3570,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
5/4/2015,135578.20340,147335.92510,3591,38,-11758,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/4/2016,81910.87262,79969.51055,2048,40,1941,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
5/5/2014,110887.01330,109460.15320,3154,35,1427,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
5/5/2015,239922.99820,251700.96640,6191,39,-11778,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/5/2016,237946.63270,254527.41550,6968,34,-16581,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/6/2014,184989.88870,192824.89010,5783,32,-7835,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/6/2015,293461.08390,315937.86220,7775,38,-22477,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/6/2016,205719.45320,218408.18210,6007,34,-12689,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/7/2014,117562.26290,114395.62760,3355,35,3167,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
5/7/2015,156873.04370,165968.62450,4146,38,-9096,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/7/2016,219363.22010,237026.35050,6577,33,-17663,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/8/2014,262349.59100,272809.29040,8091,32,-10460,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/8/2015,75483.42255,78024.28468,1948,39,-2541,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/8/2016,73453.14329,63386.49259,1746,42,10067,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
5/9/2014,501279.00040,558766.69030,16310,31,-57488,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/9/2015,364416.73160,392128.30130,10643,34,-27712,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
5/9/2016,228177.31680,242589.58720,6685,34,-14412,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/1/2014,306351.95090,313446.06810,9448,32,-7094,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/1/2015,181534.18870,197328.94390,4705,39,-15795,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/1/2016,98646.98270,91610.56000,2401,41,7036,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
6/10/2014,375648.01750,404178.92110,11579,32,-28531,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/10/2015,221618.32820,253291.06230,6636,33,-31673,0,-5,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/10/2016,70279.47439,61976.30579,1740,40,8303,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
6/11/2014,86867.45808,84486.08609,2309,38,2381,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
6/11/2015,214540.33310,223738.43270,5822,37,-9198,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/11/2016,108459.00010,102250.16780,2537,43,6209,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
6/12/2014,150370.11670,154998.83460,3765,40,-4629,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/12/2015,195425.39110,210461.38620,5505,35,-15036,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/2/2014,102314.70960,101977.99000,3028,34,337,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
6/2/2015,85730.41481,85765.70934,2082,41,-35,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/2/2016,371561.97640,393884.43300,10840,34,-22322,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/3/2014,167803.65980,168135.69000,5072,33,-332,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/3/2015,269239.85260,291365.01760,7128,38,-22125,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/3/2016,74132.78702,74332.27948,1882,39,-199,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/4/2014,119190.10000,116856.31460,3447,35,2334,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
6/4/2015,182466.25520,198405.22910,4836,38,-15939,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/4/2016,54821.90851,50800.00851,1303,42,4022,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
6/5/2014,119385.57540,115693.10660,3324,36,3692,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
6/5/2015,224994.19510,242259.85950,5959,38,-17266,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/5/2016,340851.50590,364361.03290,9973,34,-23510,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/6/2014,288118.30440,300213.55940,9005,32,-12095,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/6/2015,349413.00980,376094.72180,9255,38,-26682,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/6/2016,177626.95010,188629.75420,5185,34,-11003,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/7/2014,70153.08097,68252.24221,2002,35,1901,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
6/7/2015,173987.75150,184188.97900,4601,38,-10201,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/7/2016,204005.58220,219722.89500,6098,33,-15717,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/8/2014,80697.90350,77649.63653,2303,35,3048,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
6/8/2015,74354.57010,76978.30524,1922,39,-2624,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/8/2016,71508.89795,61500.57465,1700,42,10008,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
6/9/2014,552703.90380,616169.85140,17985,31,-63466,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/9/2015,164719.60450,176647.84270,4800,34,-11928,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
6/9/2016,154494.78200,164108.82640,4519,34,-9614,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/1/2014,224020.41000,229533.97370,6911,32,-5514,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/1/2015,83176.48139,84728.83120,2020,41,-1552,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/1/2016,74401.21529,68988.86126,1808,41,5412,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
7/10/2014,78111.71646,74251.87473,2127,37,3860,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
7/10/2015,63968.38248,61942.84268,1622,39,2026,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
7/10/2016,87748.86289,77446.60944,2176,40,10302,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
7/11/2014,140167.80390,136539.20330,3722,38,3629,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
7/11/2015,280264.24450,306935.16040,7987,35,-26671,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/11/2016,112536.37710,105978.48250,2621,43,6558,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
7/12/2014,104675.37610,111903.73790,2712,39,-7228,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/12/2015,90441.60337,83999.59125,2198,41,6442,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
7/2/2014,301553.84260,313529.18770,9284,32,-11975,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/2/2015,105918.29330,105662.55620,2573,41,256,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
7/2/2016,174581.67680,185040.81730,5089,34,-10459,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/3/2014,465318.02150,483774.59670,14551,32,-18457,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/3/2015,306920.21160,332242.41160,8127,38,-25322,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/3/2016,91143.02861,95167.52873,2405,38,-4025,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/4/2014,131910.19750,130784.44470,3854,34,1126,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
7/4/2015,176814.20260,178390.14910,4348,41,-1576,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/4/2016,155615.41940,171592.12590,4413,35,-15977,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/5/2014,91719.58938,93157.17058,2677,34,-1438,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/5/2015,117197.97170,115769.08630,2848,41,1429,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
7/5/2016,388187.60140,414644.62350,11363,34,-26457,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/6/2014,391930.87800,407438.91960,12222,32,-15508,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/6/2015,179602.91520,193348.59140,4758,38,-13746,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/6/2016,70441.90741,60910.74840,1675,42,9531,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
7/7/2014,68918.41529,66990.88135,1967,35,1928,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
7/7/2015,135753.76600,143799.59870,3593,38,-8046,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/7/2016,69579.06846,59598.91780,1654,42,9980,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
7/8/2014,103272.62270,99367.23322,2947,35,3905,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
7/8/2015,120326.87630,123707.76160,3088,39,-3381,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/8/2016,30066.12618,25872.48835,715,42,4194,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
7/9/2014,234153.76220,261088.38640,7620,31,-26935,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/9/2015,178921.09930,192507.52870,5228,34,-13586,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
7/9/2016,50736.47417,43830.19685,1206,42,6906,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
8/1/2014,101836.40220,99381.96752,2990,34,2454,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
8/1/2015,76894.77935,78468.09550,1868,41,-1573,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/1/2016,106592.34300,99021.68292,2594,41,7571,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
8/10/2014,70509.13279,67141.97963,1923,37,3367,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
8/10/2015,59609.54471,57736.47666,1512,39,1873,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
8/10/2016,92053.32577,81209.24835,2283,40,10844,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
8/11/2014,160727.30280,156700.82500,4268,38,4026,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
8/11/2015,134136.72870,140236.30330,3640,37,-6100,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/11/2016,100479.93000,94692.47929,2341,43,5787,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
8/12/2014,90121.53048,91081.66819,2222,41,-960,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/12/2015,117649.00060,121640.37980,3190,37,-3991,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/2/2014,316073.17750,329754.77950,9737,32,-13682,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/2/2015,73041.66087,73046.23390,1774,41,-5,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/2/2016,208489.36940,221372.83690,6087,34,-12883,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/3/2014,520146.74960,541498.95820,16262,32,-21352,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/3/2015,122106.79560,121394.81220,2966,41,712,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
8/3/2016,60528.09336,62342.88117,1577,38,-1815,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/4/2014,118921.30770,115305.80520,3394,35,3616,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
8/4/2015,100917.67160,100579.12890,2451,41,339,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
8/4/2016,264086.89380,291378.57980,7494,35,-27292,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/5/2014,96335.44895,93696.21614,2683,36,2639,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
8/5/2015,330589.19980,355565.04170,8748,38,-24976,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/5/2016,139178.98410,148731.09050,4074,34,-9552,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/6/2014,193772.58110,201254.71250,6037,32,-7482,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/6/2015,109810.54570,106166.08160,2613,42,3644,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
8/6/2016,162923.84960,173292.68110,4765,34,-10369,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/7/2014,108417.40280,105373.30000,3094,35,3044,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
8/7/2015,84426.50941,84588.96304,2114,40,-162,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/7/2016,87184.74003,74654.52042,2073,42,12530,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
8/8/2014,439421.42210,456509.62190,13542,32,-17088,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/8/2015,131867.99350,135721.42600,3388,39,-3853,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/8/2016,37726.61590,32490.13602,897,42,5236,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
8/9/2014,244481.49770,272633.39980,7958,31,-28152,0,-4,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
8/9/2015,70286.99781,66639.69805,1810,39,3647,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
8/9/2016,43292.14924,37391.68089,1029,42,5900,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/1/2014,107804.30490,104816.45850,3159,34,2988,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/1/2015,123859.38800,126444.14250,3008,41,-2585,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
9/1/2016,134629.65820,124963.46550,3274,41,9666,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/10/2014,103281.31100,98065.93908,2809,37,5215,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/10/2015,126588.25300,122622.36310,3211,39,3966,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/10/2016,51751.38325,45607.23410,1284,40,6144,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/11/2014,74115.62878,71994.34639,1968,38,2121,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/11/2015,94243.46553,89949.30417,2338,40,4294,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/11/2016,81649.68867,77081.66057,1901,43,4568,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/12/2014,75425.44370,77014.25596,1861,41,-1589,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
9/12/2015,141285.39550,145443.04660,3814,37,-4158,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
9/2/2014,135178.04260,141530.70870,4163,32,-6353,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
9/2/2015,97908.54710,97097.93659,2378,41,811,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/2/2016,84495.16667,74682.26682,2053,41,9813,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/3/2014,224699.25280,233589.98300,7014,32,-8891,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
9/3/2015,117661.28080,116861.15830,2858,41,800,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/3/2016,38340.59961,35918.33515,913,42,2422,0,3,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/4/2014,124828.28280,121264.70310,3563,35,3564,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/4/2015,74690.67273,74427.58597,1814,41,263,0,0,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/4/2016,272761.29750,298164.41610,7738,35,-25403,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
9/5/2014,303226.29840,325836.94010,9328,33,-22611,0,-2,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
9/5/2015,389972.11980,419827.13650,10329,38,-29855,0,-3,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
9/5/2016,66400.30305,57741.73891,1579,42,8659,0,5,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/6/2014,214177.98340,220255.21920,6607,32,-6077,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
9/6/2015,76956.92035,74212.79057,1830,42,2744,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/6/2016,138752.52760,143791.47810,3953,35,-5039,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
9/7/2014,81802.60821,79496.49424,2335,35,2306,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/7/2015,70815.19029,71913.06858,1797,39,-1098,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
9/7/2016,78700.43605,67367.38324,1871,42,11333,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/8/2014,408616.35060,424340.94940,12588,32,-15725,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
9/8/2015,75504.00274,77978.69447,1944,39,-2475,0,-1,186909828,37,NORMAL SALES,REGULAR PERIOD,LOSS
9/8/2016,30831.69463,26577.07945,733,42,4255,0,6,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/9/2014,122749.63530,120070.95020,3503,35,2679,0,1,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/9/2015,76013.67790,72211.10317,1961,39,3803,0,2,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
9/9/2016,77335.91860,69612.12670,1917,40,7724,0,4,186909828,37,NORMAL SALES,REGULAR PERIOD,PROFIT
